Sample_Name	Other_ID	Other_ID_2	Genus	Species	BreedCategory	BreedAbr.	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	BioProject	Accession	SeqPlatform	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)	CoverageX	CoverageRatio	Mean Depth	BoC %	Date Sequenced	Notes	Reference	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	"Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)"
IbizanHound06	CRR078165	IbizanHound06_1316	Canis	familiaris	Ibizan_Hound	IBIZ									0				PRJNA648123	SAMN15625880	Illumina HiSeq 3000		European_Dogs				18.1672	18.2591	0.99496689						D		0	IbizanHound06	Dogs	European_Dogs
IbizanHound07	CRR078166	IbizanHound07_21535	Canis	familiaris	Ibizan_Hound	IBIZ									0				PRJNA648123	SAMN15625881	Illumina HiSeq 3000		European_Dogs		F		20.1715	11.2636	1.79085728						D		0	IbizanHound07	Dogs	European_Dogs
IcelandicSheepdog01	CRR037921	IcelandicSheepdog01_30708	Canis	familiaris	Icelandic_Sheepdog	ICSH									0				PRJNA648123	SAMN15625883	Illumina HiSeq 3000		European_Dogs		F		19.2778	19.2159							D		0	IcelandicSheepdog01	Dogs	European_Dogs
IcelandicSheepdog02	CRR037922	IcelandicSheepdog02_30709	Canis	familiaris	Icelandic_Sheepdog	ICSH									0				PRJNA648123	SAMN15625884	Illumina HiSeq 3000		European_Dogs		F		19.795	19.7477							D		0	IcelandicSheepdog02	Dogs	European_Dogs
IndigenousDogNigeria01		IndigenousDogNigeria01	Canis	familiaris	Nigerian_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168373	Illumina HiSeq 2000		African_NearEast_India_Dogs		F		17.1821	16.7449	1.02610944						D		0	IndigenousDogNigeria01	Dogs	African_NearEast_India_Dogs
IndigenousDogNigeria02		IndigenousDogNigeria02	Canis	familiaris	Nigerian_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168374	Illumina HiSeq 2000		African_NearEast_India_Dogs		M		17.3356	17.1185	1.01268219						D		0	IndigenousDogNigeria02	Dogs	African_NearEast_India_Dogs
IndigenousDogNigeria03		IndigenousDogNigeria03	Canis	familiaris	Nigerian_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168375	Illumina HiSeq 2000		African_NearEast_India_Dogs		M		15.6909	9.04687	1.73440096						D		0	IndigenousDogNigeria03	Dogs	African_NearEast_India_Dogs
IndigenousDogNigeria04		IndigenousDogNigeria04	Canis	familiaris	Nigerian_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168376	Illumina HiSeq 2000		African_NearEast_India_Dogs		M		17.8265	10.2027	1.74723358						D		0	IndigenousDogNigeria04	Dogs	African_NearEast_India_Dogs
IndigenousDogVietnam01		IndigenousDogVietnam01	Canis	familiaris	Vietnamese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168368	Illumina HiSeq 2000		East_Asian_Dogs		M		18.4917	9.79314	1.88822992						D		0	IndigenousDogVietnam01	Dogs	East_Asian_Dogs
IndigenousDogVietnam02		IndigenousDogVietnam02	Canis	familiaris	Vietnamese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168369	Illumina HiSeq 2000		East_Asian_Dogs		M		19.3471	10.2427	1.88886719						D		0	IndigenousDogVietnam02	Dogs	East_Asian_Dogs
IndigenousDogVietnam03		IndigenousDogVietnam03	Canis	familiaris	Vietnamese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168370	Illumina HiSeq 2000		East_Asian_Dogs		M		16.7007	8.60407	1.94102326						D		0	IndigenousDogVietnam03	Dogs	East_Asian_Dogs
IndigenousDogVietnam04		IndigenousDogVietnam04	Canis	familiaris	Vietnamese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168371	Illumina HiSeq 2000		East_Asian_Dogs		F		19.9807	11.0968	1.80058215						D		0	IndigenousDogVietnam04	Dogs	East_Asian_Dogs
IndigenousDogVietnam05		IndigenousDogVietnam05	Canis	familiaris	Vietnamese_Indigenous_Dog	VILL									0				PRJNA266585	SAMN03168372	Illumina HiSeq 2000		East_Asian_Dogs		M		19.485	19.429	1.00288229						D		0	IndigenousDogVietnam05	Dogs	East_Asian_Dogs
IrishRedandWhiteSetter01	CRR055073	IrishRedandWhiteSetter01_5386	Canis	familiaris	Irish_Red_and_White_Setter	RWSE									0				PRJNA648123	SAMN15625965	Illumina HiSeq 3000		European_Dogs		F		20.7727	20.6938	1.00381274						D		0	IrishRedandWhiteSetter01	Dogs	European_Dogs
IrishSetter01		IrishSetter01_29781	Canis	familiaris	Irish_Setter	IRSE									0				PRJNA448733	SAMN08873112	Illumina HiSeq 2500		European_Dogs		M		47.365	48.2642	0.98136921			7/21/15			D		0	IrishSetter01	Dogs	European_Dogs
IrishTerrier01		IrishTerrier01	Canis	familiaris	Irish_Terrier	IRTR									0				PRJEB13468	SAMEA3928141	Illumina HiSeq 2000		European_Dogs		M		20.5625	11.4556	1.79497364						D		0	IrishTerrier01	Dogs	European_Dogs
IrishTerrier02	CFA.117998	IrishTerrier02	Canis	familiaris	Irish_Terrier	IRTR									0				PRJNA263947	SAMN06159684	HiSeq X Ten		European_Dogs		F		42.6335	23.6333	1.80395882						D		0	IrishTerrier02	Dogs	European_Dogs
IrishTerrier03	CRR055147	IrishTerrier03_31717	Canis	familiaris	Irish_Terrier	IRTR									0				PRJNA648123	SAMN15625885	Illumina HiSeq 3000		European_Dogs		M		11.8352	11.8868	0.99565905						D		0	IrishTerrier03	Dogs	European_Dogs
IrishTerrier04	SRR10077568	IrishTerrier04	Canis	familiaris	Irish_Terrier	IRTR									0				PRJNA263947	SAMN12700529	Illumina NovaSeq 6000		European_Dogs		F		31.1466	17.2695	1.80356119						D		0	IrishTerrier04	Dogs	European_Dogs
IrishWaterSpaniel01		IrishWaterSpaniel01_28373	Canis	familiaris	Irish_Water_Spaniel	IWSP									0				PRJNA448733	SAMN08873115	Illumina HiSeq 2500		European_Dogs		M		55.7604	56.9665	0.97882791			10/29/14			D		0	IrishWaterSpaniel01	Dogs	European_Dogs
IrishWaterSpaniel02		IrishWaterSpaniel02_30479	Canis	familiaris	Irish_Water_Spaniel	IWSP									0				PRJNA448733	SAMN08873116	Illumina HiSeq 2500		European_Dogs		F		54.5145	30.679	1.7769321			09/10/2015			D		0	IrishWaterSpaniel02	Dogs	European_Dogs
IrishWaterSpaniel03		IrishWaterSpaniel03_30480	Canis	familiaris	Irish_Water_Spaniel	IWSP									0				PRJNA448733	SAMN08873117	Illumina HiSeq 2500		European_Dogs		M		54.007	55.314	0.97637126			09/10/2015			D		0	IrishWaterSpaniel03	Dogs	European_Dogs
IrishWaterSpaniel04	CRR037923	IrishWaterSpaniel04_30856	Canis	familiaris	Irish_Water_Spaniel	IWSP									0				PRJNA648123	SAMN15625887	Illumina HiSeq 3000		European_Dogs		F		21.7595	12.0673							D		0	IrishWaterSpaniel04	Dogs	European_Dogs
IrishWaterSpaniel05	CRR037924	IrishWaterSpaniel05_30861	Canis	familiaris	Irish_Water_Spaniel	IWSP									0				PRJNA648123	SAMN15625888	Illumina HiSeq 3000		European_Dogs		M		21.5897	21.4593							D		0	IrishWaterSpaniel05	Dogs	European_Dogs
IrishWaterSpaniel06	CRR037925	IrishWaterSpaniel06_30864	Canis	familiaris	Irish_Water_Spaniel	IWSP									0				PRJNA648123	SAMN15625889	Illumina HiSeq 3000		European_Dogs		F		21.6017	12.0509							D		0	IrishWaterSpaniel06	Dogs	European_Dogs
IrishWaterSpaniel07	SRR10077553	IrishWaterSpaniel07	Canis	familiaris	Irish_Water_Spaniel	IWSP									0				PRJNA263947	SAMN12700546	Illumina NovaSeq 6000		European_Dogs		F		46.4271	46.5088	0.99824334						D		0	IrishWaterSpaniel07	Dogs	European_Dogs
IrishWolfhound01		IrishWolfhound01_21534	Canis	familiaris	Irish_Wolfhound	IWOF									0				PRJNA288568	SAMN03801672	Illumina HiSeq 2000		European_Dogs		F		41.0306	41.3515	0.9922397			11/27/13			D		0	IrishWolfhound01	Dogs	European_Dogs
IstrianShorthairedHound01		IstrianShorthairedHound01	Canis	familiaris	Istrian_Shorthaired_Hound										0				PRJNA232497	SAMN02485584	Illumina HiSeq 2000		European_Dogs		M		7.01329	7.24723	0.96772008						D		0	IstrianShorthairedHound01	Dogs	European_Dogs
ItalianGreyhound01		ItalianGreyhound01	Canis	familiaris	Italian_Greyhound	ITGY									0				PRJNA288568	SAMN03801673	Illumina Genome Analyzer IIx		European_Dogs		F		23.6235	13.4397	1.75774013						D		0	ItalianGreyhound01	Dogs	European_Dogs
ItalianGreyhound02		ItalianGreyhound02	Canis	familiaris	Italian_Greyhound	ITGY									0				PRJNA288568	SAMN03801674	Illumina Genome Analyzer IIx		European_Dogs		M		31.3274	31.4397	0.99642808						D		0	ItalianGreyhound02	Dogs	European_Dogs
JackRussellTerrier02		JackRussellTerrier02	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJNA263947	SAMN03580384	Illumina HiSeq 2000		European_Dogs		F		29.9588	17.0765	1.75438761						D		0	JackRussellTerrier02	Dogs	European_Dogs
JackRussellTerrier03		JackRussellTerrier03	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJNA263947	SAMN03580400	Illumina HiSeq 2000		European_Dogs		F		38.4149	38.9065	0.98736458						D		0	JackRussellTerrier03	Dogs	European_Dogs
JackRussellTerrier04		JackRussellTerrier04	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJNA263947	SAMN03580404	Illumina HiSeq 2000		European_Dogs		M		26.8381	26.7898	1.00180293						D		0	JackRussellTerrier04	Dogs	European_Dogs
JackRussellTerrier05		JackRussellTerrier05	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJNA263947	SAMN04196852	Illumina HiSeq 2000		European_Dogs				26.9295	15.0373	1.79084676						D		0	JackRussellTerrier05	Dogs	European_Dogs
JackRussellTerrier06	ERR2759435	JackRussellTerrier06	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJEB16012	SAMEA4867925	Illumina HiSeq 3000		European_Dogs		F		22.7575	12.8169							D		0	JackRussellTerrier06	Dogs	European_Dogs
JackRussellTerrier07	SRR10077556	JackRussellTerrier07	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJNA263947	SAMN12700544	Illumina NovaSeq 6000		European_Dogs		F		44.2113	44.2539	0.99903737						D		0	JackRussellTerrier07	Dogs	European_Dogs
JackRussellTerrier08	SRR10077557	JackRussellTerrier08	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJNA263947	SAMN12700543	Illumina NovaSeq 6000		European_Dogs				48.1346	48.0018	1.00276656						D		0	JackRussellTerrier08	Dogs	European_Dogs
JackRussellTerrier09	SRR10752620	JackRussellTerrier09	Canis	familiaris	Jack_Russell_Terrier	JACK									0				PRJNA263947	SAMN13655922	Illumina NovaSeq 6000		European_Dogs		M		43.5198	23.9879	1.81423968						D		0	JackRussellTerrier09	Dogs	European_Dogs
Jamthund01		Jamthund01	Canis	familiaris	Jamthund	JAMT									0				PRJNA266585	SAMN03168383	Illumina HiSeq 2000		European_Dogs		M		38.5871	21.712	1.77722458						D		0	Jamthund01	Dogs	European_Dogs
JapaneseChin01	CRR055087	JapaneseChin01_12777	Canis	familiaris	Japanese_Chin	CHIN									0				PRJNA648123	SAMN15625782	Illumina HiSeq 3000		East_Asian_Dogs		F		18.7633	10.6115	1.76820431						D		0	JapaneseChin01	Dogs	East_Asian_Dogs
JapaneseChin03	CRR055107	JapaneseChin03_24956	Canis	familiaris	Japanese_Chin	CHIN									0				PRJNA648123	SAMN15625785	Illumina HiSeq 3000		East_Asian_Dogs				17.2122	17.6459	0.97542205						D		0	JapaneseChin03	Dogs	East_Asian_Dogs
JapaneseChin04	CRR078167	JapaneseChin04_24329	Canis	familiaris	Japanese_Chin	CHIN									0				PRJNA648123	SAMN15625784	Illumina HiSeq 3000		East_Asian_Dogs		M		18.5901	18.6007	0.99943013						D		0	JapaneseChin04	Dogs	East_Asian_Dogs
Jindo01		Jindo01	Canis	familiaris	Jindo										0				PRJDB2266	SAMD00009664	Illumina HiSeq 2000		East_Asian_Dogs		F		44.3672	24.7397	1.79336047						D		0	Jindo01	Dogs	East_Asian_Dogs
Keeshond01		Keeshond01_29779	Canis	familiaris	Keeshond	KEES									0				PRJNA448733	SAMN08873128	Illumina HiSeq 2500		European_Dogs				44.2308	44.613	0.99143299			2/26/17			D		0	Keeshond01	Dogs	European_Dogs
Keeshond02	CRR078168	Keeshond02_34863	Canis	familiaris	Keeshond	KEES									0				PRJNA648123	SAMN15626057	Illumina HiSeq 3000		European_Dogs				17.2311	17.327	0.99446529						D		0	Keeshond02	Dogs	European_Dogs
Keeshond03	CRR078169	Keeshond03_35078	Canis	familiaris	Keeshond	KEES									0				PRJNA648123	SAMN15626058	Illumina HiSeq 3000		European_Dogs				19.5215	19.6342	0.99426002						D		0	Keeshond03	Dogs	European_Dogs
KellyBlueTerrier03	SRR10752647	KellyBlueTerrier03	Canis	familiaris	Kerry_Blue_Terrier	KERY									0				PRJNA263947	SAMN13655889	Illumina NovaSeq 6000		European_Dogs		F		38.1243	21.105	1.8064108						D		0	KellyBlueTerrier03	Dogs	European_Dogs
KerryBlueTerrier02		KerryBlueTerrier02	Canis	familiaris	Kerry_Blue_Terrier	KERY									0				PRJNA263947	SAMN03580387	Illumina HiSeq 2000		European_Dogs				26.7752	27.0479	0.98991789						D		0	KerryBlueTerrier02	Dogs	European_Dogs
KintamaniDog01		KintamaniDog01	Canis	familiaris	Kintamani_Dog										0								East_Asian_Dogs												D		0	KintamaniDog01	Dogs	East_Asian_Dogs
Komondor01		Komondor01_29392	Canis	familiaris	Komondor	KOMO									0				PRJNA448733	SAMN08873130	Illumina HiSeq 2500		European_Dogs		M		49.7024	27.7642	1.79016143			7/21/15			D		0	Komondor01	Dogs	European_Dogs
Kromfohrlander01		Kromfohrlander01	Canis	familiaris	Kromfohrl�nder										0				PRJEB6076	SAMEA2446055	Illumina HiSeq 2500		European_Dogs		M		24.1686	13.4416	1.79804488						D		0	Kromfohrlander01	Dogs	European_Dogs
KunmingDog01		KunmingDog01	Canis	familiaris	UNKNOWN_Marked_as_Kunming_Dog_but_clusters_outside_Kunming_Dog_and_German_Shepherd_Dog_clade										0				PRJNA232497	SAMN02485579	Illumina HiSeq 2000		East_Asian_Dogs				7.71285	4.46378	1.72787413						D		0	KunmingDog01	Dogs	East_Asian_Dogs
KunmingDog02		KunmingDog02	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046748	Illumina HiSeq 4000		East_Asian_Dogs				23.9393	23.34	1.02567695						D		0	KunmingDog02	Dogs	East_Asian_Dogs
KunmingDog03		KunmingDog03	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046749	Illumina HiSeq 4000		East_Asian_Dogs				27.0556	16.434	1.64631861						D		0	KunmingDog03	Dogs	East_Asian_Dogs
KunmingDog04		KunmingDog04	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046750	Illumina HiSeq 4000		East_Asian_Dogs				24.6748	13.7713	1.79175532						D		0	KunmingDog04	Dogs	East_Asian_Dogs
KunmingDog05		KunmingDog05	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046754	Illumina HiSeq 4000		East_Asian_Dogs				20.4633	12.0775	1.69433244						D		0	KunmingDog05	Dogs	East_Asian_Dogs
KunmingDog06		KunmingDog06	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046755	Illumina HiSeq 4000		East_Asian_Dogs				24.4181	24.3711	1.00192851						D		0	KunmingDog06	Dogs	East_Asian_Dogs
KunmingDog07		KunmingDog07	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046757	Illumina HiSeq 4000		East_Asian_Dogs				21.6731	13.0038	1.66667436						D		0	KunmingDog07	Dogs	East_Asian_Dogs
KunmingDog08		KunmingDog08	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046761	Illumina HiSeq 4000		East_Asian_Dogs				21.4481	14.1003	1.52110948						D		0	KunmingDog08	Dogs	East_Asian_Dogs
KunmingDog09		KunmingDog09	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046762	Illumina HiSeq 4000		East_Asian_Dogs				22.5428	22.8426	0.9868754						D		0	KunmingDog09	Dogs	East_Asian_Dogs
KunmingDog10		KunmingDog10	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046765	Illumina HiSeq 4000		East_Asian_Dogs				27.3384	28.1164	0.97232932						D		0	KunmingDog10	Dogs	East_Asian_Dogs
KunmingDog11		KunmingDog11	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046766	Illumina HiSeq 4000		East_Asian_Dogs				23.0383	23.6877	0.97258493						D		0	KunmingDog11	Dogs	East_Asian_Dogs
KunmingDog12		KunmingDog12	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046767	Illumina HiSeq 4000		East_Asian_Dogs				23.5034	23.1385	1.01577025						D		0	KunmingDog12	Dogs	East_Asian_Dogs
KunmingDog13		KunmingDog13	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046768	Illumina HiSeq 4000		East_Asian_Dogs				26.282	26.4759	0.99267636						D		0	KunmingDog13	Dogs	East_Asian_Dogs
KunmingDog14		KunmingDog14	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046770	Illumina HiSeq 4000		East_Asian_Dogs				21.3525	22.5469	0.94702598						D		0	KunmingDog14	Dogs	East_Asian_Dogs
KunmingDog15		KunmingDog15	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046773	Illumina HiSeq 4000		East_Asian_Dogs				24.2393	13.8864	1.7455424						D		0	KunmingDog15	Dogs	East_Asian_Dogs
KunmingDog16		KunmingDog16	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046774	Illumina HiSeq 4000		East_Asian_Dogs				24.497	13.0138	1.88238639						D		0	KunmingDog16	Dogs	East_Asian_Dogs
KunmingDog17		KunmingDog17	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046776	Illumina HiSeq 4000		East_Asian_Dogs				20.2727	11.4455	1.7712376						D		0	KunmingDog17	Dogs	East_Asian_Dogs
KunmingDog18		KunmingDog18	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046779	Illumina HiSeq 4000		East_Asian_Dogs				26.8027	15.199	1.76345154						D		0	KunmingDog18	Dogs	East_Asian_Dogs
KunmingDog19		KunmingDog19	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046784	Illumina HiSeq 4000		East_Asian_Dogs				22.4039	12.6467	1.77152143						D		0	KunmingDog19	Dogs	East_Asian_Dogs
KunmingDog20		KunmingDog20	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046785	Illumina HiSeq 4000		East_Asian_Dogs				24.8568	14.1104	1.76159429						D		0	KunmingDog20	Dogs	East_Asian_Dogs
KunmingDog21		KunmingDog21	Canis	familiaris	Kumming_Dog										0				PRJCA000978	SAMC046786	Illumina HiSeq 4000		East_Asian_Dogs				23.3888	15.2868	1.52999974						D		0	KunmingDog21	Dogs	East_Asian_Dogs
Kuvasz01	CRR078172	Kuvasz01_7774	Canis	familiaris	Kuvasz	KUVZ									0				PRJNA726547	SAMN29012004	Illumina NovaSeq 6000		European_Dogs				17.4225	9.53155	1.82787689						D		0	Kuvasz01	Dogs	European_Dogs
Kuvasz01_Reseq	CRR078172	Kuvasz01_Reseq_7774	Canis	familiaris	Kuvasz	KUVZ									0				PRJNA648123	SAMN15626061	Illumina HiSeq 3000		European_Dogs				17.4225	9.53155	1.82787689						D		0	Kuvasz01	Dogs	European_Dogs
Kuvasz02	CRR078170	Kuvasz02_6230	Canis	familiaris	Kuvasz	KUVZ									0				PRJNA648123	SAMN15626059	Illumina HiSeq 3000		European_Dogs				16.9517	16.8744	1.0045809						D		0	Kuvasz02	Dogs	European_Dogs
Kuvasz03	CRR078171	Kuvasz03_7525	Canis	familiaris	Kuvasz	KUVZ									0				PRJNA648123	SAMN15626060	Illumina HiSeq 3000		European_Dogs				17.9133	10.0586	1.78089396						D		0	Kuvasz03	Dogs	European_Dogs
Kuvasz04	SRR10752634	Kuvasz04	Canis	familiaris	Kuvasz	KUVZ									0				PRJNA263947	SAMN13655909	Illumina NovaSeq 6000		European_Dogs		M		40.4149	41.0609	0.98426727						D		0	Kuvasz04	Dogs	European_Dogs
LabradorRetriever01		LabradorRetriever01	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJEB5874	SAMEA2417015	Illumina HiSeq 2000		American_European_Dogs		M		41.3823	23.1801	1.78525114						D		0	LabradorRetriever01	Dogs	European_Dogs
LabradorRetriever02		LabradorRetriever02	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJEB5875	SAMEA2417016	Illumina HiSeq 2000		American_European_Dogs		M		29.1623	16.0529	1.81663749						D		0	LabradorRetriever02	Dogs	European_Dogs
LabradorRetriever03		LabradorRetriever03	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA232497	SAMN02485565	Illumina HiSeq 2000		American_European_Dogs		F		9.72002	5.64712	1.7212349						D		0	LabradorRetriever03	Dogs	European_Dogs
LabradorRetriever04		LabradorRetriever04	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA288568	SAMN03801675	Illumina Genome Analyzer IIx		American_European_Dogs		M		38.3252	39.2356	0.97679658						D		0	LabradorRetriever04	Dogs	European_Dogs
LabradorRetriever05		LabradorRetriever05	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA263947	SAMN04196848	Illumina HiSeq 2000		American_European_Dogs		M		11.9766	6.92609	1.72920075						D		0	LabradorRetriever05	Dogs	European_Dogs
LabradorRetriever06		LabradorRetriever06	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873155	Illumina HiSeq 2500		American_European_Dogs		F		41.1321	22.7798	1.80563921						D		0	LabradorRetriever06	Dogs	European_Dogs
LabradorRetriever07		LabradorRetriever07	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA263947	SAMN03580399	Illumina HiSeq 2000		American_European_Dogs		M		37.356	37.619	0.99300885						D		0	LabradorRetriever07	Dogs	European_Dogs
LabradorRetriever08		LabradorRetriever08	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJEB16012	SAMEA4504834	Illumina HiSeq 2500		American_European_Dogs		F		15.7211	8.72928	1.80096182						D		0	LabradorRetriever08	Dogs	European_Dogs
LabradorRetriever10		LabradorRetriever10	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA263947	SAMN04196862	Illumina HiSeq 2000		American_European_Dogs		M		23.8674	24.1297	0.98912958						D		0	LabradorRetriever10	Dogs	European_Dogs
LabradorRetriever12		LabradorRetriever12	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA263947	SAMN04196865	Illumina HiSeq 2500		American_European_Dogs		F		27.8823	15.5716	1.79058671						D		0	LabradorRetriever12	Dogs	European_Dogs
LabradorRetriever13		LabradorRetriever13	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873139	Illumina HiSeq 2500		American_European_Dogs		F		16.8524	19.8085	0.85076609						D		0	LabradorRetriever13	Dogs	European_Dogs
LabradorRetriever14	149323_S6	LabradorRetriever14	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873141	Illumina HiSeq 2500		American_European_Dogs		F		33.1413	32.9287	1.00645637						D		0	LabradorRetriever14	Dogs	European_Dogs
LabradorRetriever15	152721_S5	LabradorRetriever15	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873142	Illumina HiSeq 2500		American_European_Dogs		F		33.9738	33.5068	1.01393747						D		0	LabradorRetriever15	Dogs	European_Dogs
LabradorRetriever16	160822_S4	LabradorRetriever16	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873143	Illumina HiSeq 2500		American_European_Dogs		M		34.4948	34.3751	1.00348217						D		0	LabradorRetriever16	Dogs	European_Dogs
LabradorRetriever17	172281_S2	LabradorRetriever17	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873144	Illumina HiSeq 2500		American_European_Dogs		M		36.5087	20.2859	1.79970817						D		0	LabradorRetriever17	Dogs	European_Dogs
LabradorRetriever18	172724_S8	LabradorRetriever18	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873145	Illumina HiSeq 2500		American_European_Dogs		M		29.8846	16.5471	1.80603248						D		0	LabradorRetriever18	Dogs	European_Dogs
LabradorRetriever19	173486_S3	LabradorRetriever19	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873146	Illumina HiSeq 2500		American_European_Dogs		M		32.4306	17.5383	1.84913019						D		0	LabradorRetriever19	Dogs	European_Dogs
LabradorRetriever20	87125_S1	LabradorRetriever20	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873147	Illumina HiSeq 2500		American_European_Dogs		M		32.6509	17.0091	1.91961362						D		0	LabradorRetriever20	Dogs	European_Dogs
LabradorRetriever21	91317_S7	LabradorRetriever21	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873148	Illumina HiSeq 2500		American_European_Dogs		M		31.5187	16.9253	1.86222401						D		0	LabradorRetriever21	Dogs	European_Dogs
LabradorRetriever22	CFA.117999	LabradorRetriever22	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA263947	SAMN06159685	HiSeq X Ten		American_European_Dogs		M		37.1285	20.5662	1.80531649						D		0	LabradorRetriever22	Dogs	European_Dogs
LabradorRetriever23	LA2443	LabradorRetriever23	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJEB16012	SAMEA104091568	Illumina HiSeq 3000		American_European_Dogs		M		17.7824	10.1957	1.74410781						D		0	LabradorRetriever23	Dogs	European_Dogs
LabradorRetriever24	LR04989	LabradorRetriever24	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873160	Illumina HiSeq 2500		American_European_Dogs		M		15.8429	9.49068	1.66931137						D		0	LabradorRetriever24	Dogs	European_Dogs
LabradorRetriever25	PER00167	LabradorRetriever25	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873161	Illumina HiSeq 2500		American_European_Dogs		M		12.6615	8.11329	1.56058763						D		0	LabradorRetriever25	Dogs	European_Dogs
LabradorRetriever26	PER00177	LabradorRetriever26	Canis	familiaris	Labrador_Retriever	LAB-									0				PRJNA448733	SAMN08873162	Illumina HiSeq 2500		American_European_Dogs		M		14.0116	8.83461	1.58598965						D		0	LabradorRetriever26	Dogs	European_Dogs
LagottoRomagnolo01		LagottoRomagnolo01	Canis	familiaris	Lagotto_Romagnolo	LAGO									0				PRJEB13468	SAMEA3928142	Illumina HiSeq 2000		European_Dogs		M		7.96045	4.6427	1.7146165						D		0	LagottoRomagnolo01	Dogs	European_Dogs
LagottoRomagnolo02		LagottoRomagnolo02	Canis	familiaris	Lagotto_Romagnolo	LAGO									0				PRJEB16012	SAMEA4505491	Illumina HiSeq 2000		European_Dogs		F		21.7699	12.0974	1.79955197						D		0	LagottoRomagnolo02	Dogs	European_Dogs
LagottoRomagnolo03		LagottoRomagnolo03	Canis	familiaris	Lagotto_Romagnolo	LAGO									0				PRJEB16012	SAMEA4505494	Illumina HiSeq 2000		European_Dogs		M		16.9889	16.9711	1.00104884						D		0	LagottoRomagnolo03	Dogs	European_Dogs
