Sample_Name	Other_ID	Other_ID_2	Genus	Species	BreedCategory	BreedAbr.	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	BioProject	Accession	SeqPlatform	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)	CoverageX	CoverageRatio	Mean Depth	BoC %	Date Sequenced	Notes	Reference	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	"Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)"
Dingo08		Dingo08_35299	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo08	Dogs	East_Asian_Dogs
Dingo09		Dingo09_35300	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo09	Dogs	East_Asian_Dogs
Dingo10		Dingo10_35301	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo10	Dogs	East_Asian_Dogs
Dingo11		Dingo11_35302	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo11	Dogs	East_Asian_Dogs
Dingo12		Dingo12_35303	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo12	Dogs	East_Asian_Dogs
Dingo13		Dingo13_35304	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo13	Dogs	East_Asian_Dogs
Dingo14		Dingo14_35305	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo14	Dogs	East_Asian_Dogs
Dingo15		Dingo15_35306	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo15	Dogs	East_Asian_Dogs
Dingo16		Dingo16_35307	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo16	Dogs	East_Asian_Dogs
Dingo17		Dingo17_35308	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo17	Dogs	East_Asian_Dogs
Dingo18		Dingo18_35309	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo18	Dogs	East_Asian_Dogs
Dingo19		Dingo19_35310	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo19	Dogs	East_Asian_Dogs
Dingo20		Dingo20_35311	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo20	Dogs	East_Asian_Dogs
Dingo21		Dingo21_35312	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo21	Dogs	East_Asian_Dogs
Dingo22		Dingo22_35313	Canis	familiaris	Dingo	DNGO									0				Unpublished (Consult Heidi Parker before using)				East_Asian_Dogs										Heidi Parker's Unpublished - Do not use		D		0	Dingo22	Dogs	East_Asian_Dogs
Dingo23		Dingo23	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476886	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo23	Dogs	East_Asian_Dogs
Dingo24		Dingo24	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476881	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo24	Dogs	East_Asian_Dogs
Dingo25		Dingo25	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476879	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo25	Dogs	East_Asian_Dogs
Dingo26		Dingo26	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476877	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo26	Dogs	East_Asian_Dogs
Dingo27		Dingo27	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476866	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo27	Dogs	East_Asian_Dogs
Dingo28		Dingo28	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476865	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo28	Dogs	East_Asian_Dogs
Dingo29		Dingo29	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476608	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo29	Dogs	East_Asian_Dogs
Dingo30		Dingo30	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476607	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo30	Dogs	East_Asian_Dogs
Dingo31		Dingo31	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476532	Illumina HiSeq 2000		East_Asian_Dogs												D		0	Dingo31	Dogs	East_Asian_Dogs
Dingo32		Dingo32	Canis	familiaris	Dingo	DNGO									0				PRJNA593363	SAMN13476347	Illumina HiSeq 2000		East_Asian_Dogs		F										D		0	Dingo32	Dogs	East_Asian_Dogs
Doberman01		Doberman01	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJNA288568	SAMN03801662	Illumina Genome Analyzer IIx		European_Dogs		M		32.2931	32.9063	0.98136527						D		0	Doberman01	Dogs	European_Dogs
Doberman02		Doberman02	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJNA263947	SAMN03580409	Illumina HiSeq 2000		European_Dogs		F		27.0783	15.6551	1.72967915						D		0	Doberman02	Dogs	European_Dogs
Doberman03		Doberman03	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJEB16012	SAMEA4509491	Illumina HiSeq 2500		European_Dogs		M		7.54702	7.59951	0.99309298						D		0	Doberman03	Dogs	European_Dogs
Doberman04		Doberman04	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJEB16012	SAMEA4509492	Illumina HiSeq 2500		European_Dogs		F		8.56702	4.898	1.74908534						D		0	Doberman04	Dogs	European_Dogs
Doberman05	DO242	Doberman05	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJEB16012	SAMEA4505489	Illumina HiSeq 2000		European_Dogs		F		40.3793	41.0485	0.98369733						D		0	Doberman05	Dogs	European_Dogs
Doberman06	SRR10077558	Doberman06	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJNA263947	SAMN12700542	Illumina NovaSeq 6000		European_Dogs				47.9437	48.165	0.99540538						D		0	Doberman06	Dogs	European_Dogs
Doberman07	SRR10752619	Doberman07	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJNA263947	SAMN13655923	Illumina NovaSeq 6000		European_Dogs				31.3835	17.2919	1.81492491						D		0	Doberman07	Dogs	European_Dogs
Doberman08	SRR10752623	Doberman08	Canis	familiaris	Doberman_Pinscher	DOBP									0				PRJNA263947	SAMN13655919	Illumina NovaSeq 6000		European_Dogs				34.3998	34.2028	1.00575976						D		0	Doberman08	Dogs	European_Dogs
DogoArgentino01		DogoArgentino01_22900	Canis	familiaris	Dogo_Argentino	DARG									0				PRJNA648123	SAMN15625824	Illumina HiSeq 3000		American_European_Dogs				17.0995	9.96665	1.71567177						D		0	DogoArgentino01	Dogs	European_Dogs
DogoArgentino02		DogoArgentino02_33067	Canis	familiaris	Dogo_Argentino	DARG									0				PRJNA648123	SAMN15625825	Illumina HiSeq 3000		American_European_Dogs				15.3231	15.0676	1.01695691						D		0	DogoArgentino02	Dogs	European_Dogs
DogueDeBordeaux01		DogueDeBordeaux01_25487	Canis	familiaris	Dogue_De_Bordeaux	DDBX									0				PRJNA648123	SAMN15625826	Illumina HiSeq 3000		European_Dogs				17.0838	9.62715	1.77454387						D		0	DogueDeBordeaux01	Dogs	European_Dogs
DutchShepherd01	ERR2865334	DutchShepherd01	Canis	familiaris	Dutch_Shepherd										0				PRJEB16012	SAMEA5059511	Illumina HiSeq 2500		European_Dogs		F		12.887	3.1252	4.12357609						D		0	DutchShepherd01	Dogs	European_Dogs
EastSiberianLaika01		EastSiberianLaika01	Canis	familiaris	East_Siberian_Laika	ESLK									0				PRJNA266585	SAMN03168390	Illumina HiSeq 2000		Arctic_Dogs		M		17.5103	17.7636	0.9857405						D		0	EastSiberianLaika01	Dogs	Arctic_Dogs
Elo01		Elo01	Canis	familiaris	Elo	ELO-									0				PRJEB16012	SAMEA4506890	Illumina HiSeq 2500		European_Dogs				18.1116	9.90946	1.82770807						D		0	Elo01	Dogs	European_Dogs
EnglishBulldog01	ERR2750977	EnglishBulldog01	Canis	familiaris	English_Bulldog										0				PRJEB16012	SAMEA4848708	Illumina NovaSeq 6000		European_Dogs		M		27.7313	3.77109	7.35365637						D		0	EnglishBulldog01	Dogs	European_Dogs
EnglishFoxhound02		EnglishFoxhound02_947	Canis	familiaris	English_Foxhound	EFOX									0				PRJNA648123	SAMN15625831	Illumina HiSeq 3000		European_Dogs		M		19.3865	10.7777	1.7987604						D		0	EnglishFoxhound02	Dogs	European_Dogs
EnglishFoxhound03		EnglishFoxhound03_27119	Canis	familiaris	English_Foxhound	EFOX									0				PRJNA648123	SAMN15625832	Illumina HiSeq 3000		European_Dogs		F		17.11	9.52745	1.79586353						D		0	EnglishFoxhound03	Dogs	European_Dogs
EnglishMastiff01		EnglishMastiff01_21270	Canis	familiaris	Mastiff_English	MAST									0				PRJNA288568	SAMN03801664	Illumina HiSeq 2000		European_Dogs		M		73.3827	73.9496	0.99233397			3/23/14			D		0	EnglishMastiff01	Dogs	European_Dogs
EnglishMastiff02		EnglishMastiff02	Canis	familiaris	Mastiff_English	MAST									0				PRJNA263947	SAMN03580412	Illumina HiSeq 2000		European_Dogs				18.8333	10.5079	1.79229913						D		0	EnglishMastiff02	Dogs	European_Dogs
EnglishMastiff03		EnglishMastiff03_24151	Canis	familiaris	Mastiff	MAST									0				PRJNA648123	SAMN15625914	Illumina HiSeq 3000		European_Dogs				17.0456	9.71168	1.75516492						D		0	EnglishMastiff03	Dogs	European_Dogs
EnglishMastiff04		EnglishMastiff04_30097	Canis	familiaris	Mastiff	MAST									0				PRJNA648123	SAMN15625915	Illumina HiSeq 3000		European_Dogs		M		24.0439	24.2533	0.99136612						D		0	EnglishMastiff04	Dogs	European_Dogs
EnglishMastiff05	SRR10077576	EnglishMastiff05	Canis	familiaris	Mastiff	MAST									0				PRJNA263947	SAMN12700531	NextSeq 500		European_Dogs				25.8694	14.3813	1.79882208						D		0	EnglishMastiff05	Dogs	European_Dogs
EnglishMastiff06	SRR10752629	EnglishMastiff06	Canis	familiaris	Mastiff_English	MAST									0				PRJNA263947	SAMN13655914	Illumina NovaSeq 6000		European_Dogs		M		49.0717	26.9118	1.8234269						D		0	EnglishMastiff06	Dogs	European_Dogs
EnglishPointer01		EnglishPointer01	Canis	familiaris	Pointer_English	PNTR									0				PRJNA288568	SAMN03801665	Illumina Genome Analyzer IIx		European_Dogs		F		22.0355	12.4887	1.76443505						D		0	EnglishPointer01	Dogs	European_Dogs
EnglishPointer02		EnglishPointer02	Canis	familiaris	Pointer_English	PNTR									0				PRJNA263947	SAMN03580383	Illumina HiSeq 2000		European_Dogs		M		18.0962	18.881	0.95843441						D		0	EnglishPointer02	Dogs	European_Dogs
EnglishSetter01		EnglishSetter01	Canis	familiaris	English_Setter	ESET									0				PRJNA263947	SAMN04196858	Illumina HiSeq 2000		European_Dogs		F		25.6421	14.3635	1.78522644						D		0	EnglishSetter01	Dogs	European_Dogs
EnglishSetter02	CFA.105990	EnglishSetter02	Canis	familiaris	English_Setter	ESET									0				PRJNA263947	SAMN06159667	HiSeq X Ten		European_Dogs		M		27.9622	27.9883	0.99906747						D		0	EnglishSetter02	Dogs	European_Dogs
EnglishSetter03	CFA.117996	EnglishSetter03	Canis	familiaris	English_Setter	ESET									0				PRJNA263947	SAMN06159682	HiSeq X Ten		European_Dogs		F		39.4001	21.8432	1.80376959						D		0	EnglishSetter03	Dogs	European_Dogs
EnglishSetter04		EnglishSetter04_15386	Canis	familiaris	English_Setter	ESET									0				PRJNA648123	SAMN15625839	Illumina HiSeq 3000		European_Dogs		F		18.4163	18.4037	1.00068465						D		0	EnglishSetter04	Dogs	European_Dogs
EnglishSetter05		EnglishSetter05_26982	Canis	familiaris	English_Setter	ESET									0				PRJNA648123	SAMN15625840	Illumina HiSeq 3000		European_Dogs				19.1989	18.9877	1.01112299						D		0	EnglishSetter05	Dogs	European_Dogs
EnglishSetter07		EnglishSetter07	Canis	familiaris	English_Setter	ESET									0				PRJNA263947	SAMN10940779	HiSeq X Ten		European_Dogs				34.0618	33.9565	1.00310103						D		0	EnglishSetter07	Dogs	European_Dogs
EnglishSetter08		EnglishSetter08	Canis	familiaris	English_Setter	ESET									0				PRJNA263947	SAMN10940811	HiSeq X Ten		European_Dogs		M		37.0444	37.099	0.99852826						D		0	EnglishSetter08	Dogs	European_Dogs
EnglishSpringerSpaniel01		EnglishSpringerSpaniel01	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA263947	SAMN03580391	Illumina HiSeq 2000		European_Dogs		M		31.3651	17.9941	1.7430769						D		0	EnglishSpringerSpaniel01	Dogs	European_Dogs
EnglishSpringerSpaniel03		EnglishSpringerSpaniel03	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA263947	SAMN04196857	Illumina HiSeq 2000		European_Dogs		F		31.3495	17.7881	1.76238609						D		0	EnglishSpringerSpaniel03	Dogs	European_Dogs
EnglishSpringerSpaniel04		EnglishSpringerSpaniel04_4238	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA648123	SAMN15625842	Illumina HiSeq 3000		European_Dogs		F		18.054	17.9743	1.00443411						D		0	EnglishSpringerSpaniel04	Dogs	European_Dogs
EnglishSpringerSpaniel05		EnglishSpringerSpaniel05_4239	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA648123	SAMN15625843	Illumina HiSeq 3000		European_Dogs				24.2735	24.187	1.0035763						D		0	EnglishSpringerSpaniel05	Dogs	European_Dogs
EnglishSpringerSpaniel07		EnglishSpringerSpaniel07	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA263947	SAMN10940818	NextSeq 500		European_Dogs				19.4024	10.7984	1.79678471						D		0	EnglishSpringerSpaniel07	Dogs	European_Dogs
EnglishSpringerSpaniel08		EnglishSpringerSpaniel08	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA263947	SAMN10940783	HiSeq X Ten		European_Dogs		M		34.0124	18.8354	1.80576999						D		0	EnglishSpringerSpaniel08	Dogs	European_Dogs
EnglishSpringerSpaniel09	SRR10077547	EnglishSpringerSpaniel09	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA263947	SAMN12700552	NextSeq 500		European_Dogs		F		25.5619	14.173	1.80356311						D		0	EnglishSpringerSpaniel09	Dogs	European_Dogs
EnglishSpringerSpaniel10	SRR10077567	EnglishSpringerSpaniel10	Canis	familiaris	English_Springer_Spaniel	ESSP									0				PRJNA263947	SAMN12700534	Illumina NovaSeq 6000		European_Dogs		M		50.7663	50.6765	1.00177203						D		0	EnglishSpringerSpaniel10	Dogs	European_Dogs
EntlebucherSennenhund01		EntlebucherSennenhund01	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4504828	Illumina HiSeq 2500		European_Dogs		M		13.7681	7.70949	1.78586392						D		0	EntlebucherSennenhund01	Dogs	European_Dogs
EntlebucherSennenhund02		EntlebucherSennenhund02	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4505497	Illumina HiSeq 2000		European_Dogs		M		13.1998	7.22657	1.82656502						D		0	EntlebucherSennenhund02	Dogs	European_Dogs
EntlebucherSennenhund03		EntlebucherSennenhund03	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4504829	Illumina HiSeq 2500		European_Dogs		M		12.3218	6.74192	1.8276396						D		0	EntlebucherSennenhund03	Dogs	European_Dogs
EntlebucherSennenhund04		EntlebucherSennenhund04	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4505498	Illumina HiSeq 2000		European_Dogs		M		11.9363	6.60897	1.80607568						D		0	EntlebucherSennenhund04	Dogs	European_Dogs
EntlebucherSennenhund05		EntlebucherSennenhund05	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4504830	Illumina HiSeq 2500		European_Dogs		M		11.9071	6.65164	1.79009989						D		0	EntlebucherSennenhund05	Dogs	European_Dogs
EntlebucherSennenhund06		EntlebucherSennenhund06	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4505499	Illumina HiSeq 2000		European_Dogs		M		13.8693	7.79771	1.77863757						D		0	EntlebucherSennenhund06	Dogs	European_Dogs
EntlebucherSennenhund07		EntlebucherSennenhund07	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4505500	Illumina HiSeq 2000		European_Dogs		M		13.0596	7.37277	1.77132882						D		0	EntlebucherSennenhund07	Dogs	European_Dogs
EntlebucherSennenhund08		EntlebucherSennenhund08	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJEB16012	SAMEA4505501	Illumina HiSeq 2000		European_Dogs		F		17.0766	9.41899	1.81299694						D		0	EntlebucherSennenhund08	Dogs	European_Dogs
EntlebucherSennenhund09		EntlebucherSennenhund09_12841	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJNA648123	SAMN15625833	Illumina HiSeq 3000		European_Dogs		M		21.7446	21.6759	1.00316942						D		0	EntlebucherSennenhund09	Dogs	European_Dogs
EntlebucherSennenhund10		EntlebucherSennenhund10_12842	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJNA648123	SAMN15625834	Illumina HiSeq 3000		European_Dogs				19.7069	10.9663	1.79704185						D		0	EntlebucherSennenhund10	Dogs	European_Dogs
EntlebucherSennenhund11		EntlebucherSennenhund11_12859	Canis	familiaris	Entlebucher_Sennenhund	ENTL									0				PRJNA648123	SAMN15625835	Illumina HiSeq 3000		European_Dogs				17.563	9.85352	1.78240872						D		0	EntlebucherSennenhund11	Dogs	European_Dogs
EthiopianWolf01	EthiopianWolf_Ethiopia	EthiopianWolf01	Canis	simensis	Ethiopian_Wolf										0				PRJNA494815	SAMN10180425	Illumina HiSeq 2500		Outgroup		F										W		0	EthiopianWolf01	Outgroup	Wolves
Eurasier01		Eurasier01	Canis	familiaris	Eurasier	EURA									0				PRJEB6079	SAMEA2446720	Illumina HiSeq 2000		European_Dogs		M		12.1854	12.2709	0.9930323						D		0	Eurasier01	Dogs	European_Dogs
Eurasier02		Eurasier02	Canis	familiaris	Eurasier	EURA									0				PRJEB16012	SAMEA4506889	Illumina HiSeq 2500		European_Dogs				16.1855	9.08217	1.78211815						D		0	Eurasier02	Dogs	European_Dogs
Eurasier03		Eurasier03_22815	Canis	familiaris	Eurasier	EURA									0				PRJNA648123	SAMN15625844	Illumina HiSeq 3000		European_Dogs		M		17.3557	9.67701	1.7934982						D		0	Eurasier03	Dogs	European_Dogs
FieldSpaniel01	CFA.107833	FieldSpaniel01	Canis	familiaris	Field_Spaniel	FIEL									0				PRJNA263947	SAMN06159668	HiSeq X Ten		European_Dogs		M		42.1655	23.2253	1.81549862						D		0	FieldSpaniel01	Dogs	European_Dogs
FieldSpaniel02		FieldSpaniel02_27364	Canis	familiaris	Field_Spaniel	FIEL									0				PRJNA648123	SAMN15625848	Illumina HiSeq 3000		European_Dogs		F		20.516	11.4162	1.79709536						D		0	FieldSpaniel02	Dogs	European_Dogs
FieldSpaniel03		FieldSpaniel03_28377	Canis	familiaris	Field_Spaniel	FIEL									0				PRJNA648123	SAMN15625849	Illumina HiSeq 3000		European_Dogs		M		18.791	18.5893	1.01085033						D		0	FieldSpaniel03	Dogs	European_Dogs
FieldSpaniel04		FieldSpaniel04_28378	Canis	familiaris	Field_Spaniel	FIEL									0				PRJNA648123	SAMN15625850	Illumina HiSeq 3000		European_Dogs		M		22.4498	12.302	1.82489026						D		0	FieldSpaniel04	Dogs	European_Dogs
FinnishLapphund01		FinnishLapphund01	Canis	familiaris	Finnish_Lapphund										0				PRJNA266585	SAMN03168391	Illumina HiSeq 2000		European_Dogs		F		18.5545	10.627	1.74597723						D		0	FinnishLapphund01	Dogs	European_Dogs
FinnishSpitz01		FinnishSpitz01_7309	Canis	familiaris	Finnish_Spitz	FINN									0				PRJNA648123	SAMN15625851	Illumina HiSeq 3000		European_Dogs		F		20.0512	20.0512	1						D		0	FinnishSpitz01	Dogs	European_Dogs
FlatCoatedRetriever01		FlatCoatedRetriever01_20576	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA288568	SAMN03801666	Illumina HiSeq 2000		European_Dogs		F		68.8716	70.3225	0.97936791			3/23/14			D		0	FlatCoatedRetriever01	Dogs	European_Dogs
FlatCoatedRetriever02		FlatCoatedRetriever02_24743	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA288568	SAMN03801667	Illumina HiSeq 2000		European_Dogs		F		44.0783	44.671	0.98673188			11/27/13			D		0	FlatCoatedRetriever02	Dogs	European_Dogs
FlatCoatedRetriever03		FlatCoatedRetriever03_28051	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA448733	SAMN08873011	Illumina HiSeq 2500		European_Dogs		F		42.4232	43.3655	0.97827075			10/29/14			D		0	FlatCoatedRetriever03	Dogs	European_Dogs
FlatCoatedRetriever04		FlatCoatedRetriever04_9023	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA685036	SAMN17192067	Illumina NovaSeq 6000		European_Dogs		F							12/05/2018			D		0	FlatCoatedRetriever04	Dogs	European_Dogs
FlatCoatedRetriever05		FlatCoatedRetriever05_23470	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA685036	SAMN17192068	Illumina NovaSeq 6000		European_Dogs		M		43.8824	44.136	0.99425412			12/05/2018			D		0	FlatCoatedRetriever05	Dogs	European_Dogs
FlatCoatedRetriever06		FlatCoatedRetriever06_25517	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA685036	SAMN17192069	Illumina NovaSeq 6000		European_Dogs		M		39.1859	21.791	1.79826075			12/05/2018			D		0	FlatCoatedRetriever06	Dogs	European_Dogs
FlatCoatedRetriever07		FlatCoatedRetriever07_25539	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA685036	SAMN17192070	Illumina NovaSeq 6000		European_Dogs		M		41.4594	23.0118	1.80165828			12/05/2018			D		0	FlatCoatedRetriever07	Dogs	European_Dogs
FlatCoatedRetriever08		FlatCoatedRetriever08_28072	Canis	familiaris	Flat_Coated_Retriever	FCR-									0				PRJNA685036	SAMN17192071	Illumina NovaSeq 6000		European_Dogs		F		47.6061	26.8491	1.77309854			12/05/2018			D		0	FlatCoatedRetriever08	Dogs	European_Dogs
