Sample	Dog_PCA	Wolf_Dog_PCA
BerneseMountainDog05_1300	European_Dogs	European_Dogs
BerneseMountainDog06_1441	European_Dogs	European_Dogs
BerneseMountainDog07_2488	European_Dogs	European_Dogs
BerneseMountainDog08_4164	European_Dogs	European_Dogs
BerneseMountainDog09_4666	European_Dogs	European_Dogs
BerneseMountainDog10_4687	European_Dogs	European_Dogs
BerneseMountainDog11_4767	European_Dogs	European_Dogs
BerneseMountainDog12_4851	European_Dogs	European_Dogs
BerneseMountainDog13_7507	European_Dogs	European_Dogs
BerneseMountainDog14_12307	European_Dogs	European_Dogs
BerneseMountainDog15_13020	European_Dogs	European_Dogs
BerneseMountainDog16_13108	European_Dogs	European_Dogs
BerneseMountainDog17_20139	European_Dogs	European_Dogs
BerneseMountainDog18_969	European_Dogs	European_Dogs
BerneseMountainDog19_11957	European_Dogs	European_Dogs
BerneseMountainDog20_21874	European_Dogs	European_Dogs
BerneseMountainDog21_21878	European_Dogs	European_Dogs
BerneseMountainDog22_26577	European_Dogs	European_Dogs
BerneseMountainDog23_26606	European_Dogs	European_Dogs
BerneseMountainDog24_28441	European_Dogs	European_Dogs
BerneseMountainDog25_33589	European_Dogs	European_Dogs
BerneseMountainDog26_34297	European_Dogs	European_Dogs
BichonFrise01	European_Dogs	European_Dogs
BichonFrise02_974	European_Dogs	European_Dogs
BichonFrise03_13125	European_Dogs	European_Dogs
BichonFrise04_13198	European_Dogs	European_Dogs
BiewerTerrier01_33805	European_Dogs	European_Dogs
BiewerTerrier02_31246	European_Dogs	European_Dogs
BiewerTerrier03_31247	European_Dogs	European_Dogs
BiewerTerrier04_31248	European_Dogs	European_Dogs
BiewerTerrier05_31253	European_Dogs	European_Dogs
BiewerTerrier06_31256	European_Dogs	European_Dogs
BiewerTerrier07_34303	European_Dogs	European_Dogs
BlackBackedJackal01	Wolves	Outgroup
BlackRussianTerrier01	European_Dogs	European_Dogs
Bloodhound01_25394	European_Dogs	European_Dogs
Boerboel01_21873	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Boerboel02_33148	African_NearEast_India_Dogs	African_NearEast_India_Dogs
BorderCollie01	European_Dogs	European_Dogs
BorderCollie02	European_Dogs	European_Dogs
BorderCollie03	European_Dogs	European_Dogs
BorderCollie06	European_Dogs	European_Dogs
BorderCollie07	European_Dogs	European_Dogs
BorderCollie08	European_Dogs	European_Dogs
BorderCollie09	European_Dogs	European_Dogs
BorderCollie10	European_Dogs	European_Dogs
BorderCollie11	European_Dogs	European_Dogs
BorderCollie12	European_Dogs	European_Dogs
BorderCollie13	European_Dogs	European_Dogs
BorderCollie14	European_Dogs	European_Dogs
BorderCollie15	European_Dogs	European_Dogs
BorderCollie16	European_Dogs	European_Dogs
BorderCollie17	European_Dogs	European_Dogs
BorderCollie18_33928	European_Dogs	European_Dogs
BorderCollie19_33939	European_Dogs	European_Dogs
BorderCollie20_33967	European_Dogs	European_Dogs
BorderCollie21_34026	European_Dogs	European_Dogs
BorderCollie22_34073	European_Dogs	European_Dogs
BorderCollie23_34101	European_Dogs	European_Dogs
BorderCollie24	European_Dogs	European_Dogs
BorderCollie25_BC_27398	European_Dogs	European_Dogs
BorderCollie26_BC_30512	European_Dogs	European_Dogs
BorderCollie27_BC_31618	European_Dogs	European_Dogs
BorderCollie28	European_Dogs	European_Dogs
BorderCollie29	European_Dogs	European_Dogs
BorderTerrier01	European_Dogs	European_Dogs
BorderTerrier02	European_Dogs	European_Dogs
BorderTerrier03	European_Dogs	European_Dogs
BorderTerrier04	European_Dogs	European_Dogs
Borzoi01_13141	African_NearEast_India_Dogs	African_NearEast_India_Dogs
BostonTerrier01_950	European_Dogs	European_Dogs
BostonTerrier02	European_Dogs	European_Dogs
BostonTerrier03	European_Dogs	European_Dogs
BouvierDesFlandres01_29776	European_Dogs	European_Dogs
BouvierDesFlandres02_30531	European_Dogs	European_Dogs
BouvierDesFlandres03	European_Dogs	European_Dogs
BouvierDesFlandres04_28721	European_Dogs	European_Dogs
BouvierDesFlandres05_20143	European_Dogs	European_Dogs
BouvierdesFlandres06_15380	European_Dogs	European_Dogs
BouvierdesFlandres07_22254	European_Dogs	European_Dogs
Boxer01	European_Dogs	European_Dogs
Boxer02_21522	European_Dogs	European_Dogs
Boxer03_27749	European_Dogs	European_Dogs
BoykinSpaniel01_9997	European_Dogs	European_Dogs
BoykinSpaniel02_9998	European_Dogs	European_Dogs
BoykinSpaniel03_10013	European_Dogs	European_Dogs
BoykinSpaniel04_9911	European_Dogs	European_Dogs
BoykinSpaniel05_10012	European_Dogs	European_Dogs
Briard01_15126	European_Dogs	European_Dogs
Briard02_20209	European_Dogs	European_Dogs
Briard03_20268	European_Dogs	European_Dogs
BrittanySpaniel01	European_Dogs	European_Dogs
BrittanySpaniel02_33265	European_Dogs	European_Dogs
BrittanySpaniel03_12726	European_Dogs	European_Dogs
BrusselsGriffon01_6033	European_Dogs	European_Dogs
BrusselsGriffon02_6692	European_Dogs	European_Dogs
BrusselsGriffon03_15571	European_Dogs	European_Dogs
BrusselsGriffon04_21511	European_Dogs	European_Dogs
BrusselsGriffon05_31228	European_Dogs	European_Dogs
BrusselsGriffon06_3036	European_Dogs	European_Dogs
BullMastiff01	European_Dogs	European_Dogs
BullMastiff02_1125	European_Dogs	European_Dogs
BullMastiff03_26414	European_Dogs	European_Dogs
BullTerrier01	European_Dogs	European_Dogs
BullTerrier02	European_Dogs	European_Dogs
BullTerrier03_23604	European_Dogs	European_Dogs
BullTerrier04_23664	European_Dogs	European_Dogs
BullTerrier05_23673	European_Dogs	European_Dogs
BullTerrier06	European_Dogs	European_Dogs
BullTerrier07	European_Dogs	European_Dogs
BullTerrier08	European_Dogs	European_Dogs
BullTerrier09	European_Dogs	European_Dogs
BullTerrier10_23587	European_Dogs	European_Dogs
BullTerrier11_23589	European_Dogs	European_Dogs
BullTerrier12_23590	European_Dogs	European_Dogs
BullTerrier13_23592	European_Dogs	European_Dogs
BullTerrier14_23602	European_Dogs	European_Dogs
BullTerrier15_23624	European_Dogs	European_Dogs
BullTerrier16_23634	European_Dogs	European_Dogs
BullTerrier17_23636	European_Dogs	European_Dogs
BullTerrier18_23653	European_Dogs	European_Dogs
BullTerrier19_23656	European_Dogs	European_Dogs
BullTerrier20_23658	European_Dogs	European_Dogs
BullTerrier21_23659	European_Dogs	European_Dogs
BullTerrier22_23667	European_Dogs	European_Dogs
BullTerrier23_23668	European_Dogs	European_Dogs
BullTerrier24_23676	European_Dogs	European_Dogs
BullTerrier25_23678	European_Dogs	European_Dogs
BullTerrier26_23700	European_Dogs	European_Dogs
BullTerrier27_23702	European_Dogs	European_Dogs
BullTerrier28_23704	European_Dogs	European_Dogs
BullTerrier29_23710	European_Dogs	European_Dogs
BullTerrier30_23717	European_Dogs	European_Dogs
BullTerrier31_23719	European_Dogs	European_Dogs
BullTerrier32_23720	European_Dogs	European_Dogs
BullTerrier33_23722	European_Dogs	European_Dogs
BullTerrier34_23723	European_Dogs	European_Dogs
BullTerrier35_23727	European_Dogs	European_Dogs
BullTerrier36_24718	European_Dogs	European_Dogs
BullTerrier37_24725	European_Dogs	European_Dogs
BullTerrier38_34137	European_Dogs	European_Dogs
BullTerrier39_23703	European_Dogs	European_Dogs
BullTerrier40_23675	European_Dogs	European_Dogs
BullTerrier41_24720	European_Dogs	European_Dogs
BullTerrier42_34622	European_Dogs	European_Dogs
BullTerrier43_34623	European_Dogs	European_Dogs
BullTerrier44_23713	European_Dogs	European_Dogs
Bulldog01_14566	European_Dogs	European_Dogs
CairnTerrier01	European_Dogs	European_Dogs
CairnTerrier02	European_Dogs	European_Dogs
CairnTerrier03	European_Dogs	European_Dogs
CairnTerrier04	European_Dogs	European_Dogs
CairnTerrier05	European_Dogs	European_Dogs
CairnTerrier06	European_Dogs	European_Dogs
CairnTerrier07	European_Dogs	European_Dogs
CairnTerrier08	European_Dogs	European_Dogs
CairnTerrier09	European_Dogs	European_Dogs
CairnTerrier10	European_Dogs	European_Dogs
CairnTerrier11	European_Dogs	European_Dogs
CairnTerrier12	European_Dogs	European_Dogs
CairnTerrier13	European_Dogs	European_Dogs
CairnTerrier14	European_Dogs	European_Dogs
CairnTerrier15	European_Dogs	European_Dogs
CairnTerrier16_25446	European_Dogs	European_Dogs
CaneCorso01	European_Dogs	European_Dogs
CaneCorso02_27352	European_Dogs	European_Dogs
CaneCorso03	European_Dogs	European_Dogs
CardiganWelshCorgi01_9284	European_Dogs	European_Dogs
CardiganWelshCorgi02_33210	European_Dogs	European_Dogs
CardiganWelshCorgi03_33212	European_Dogs	European_Dogs
CarolinaDog01_7771	Americas_Dogs	Americas_Dogs
CarolinaDog01_Reseq_7771	Americas_Dogs	Americas_Dogs
CarolinaDog03_31703	Americas_Dogs	Americas_Dogs
CarolinaDog04_31707	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog01_Reseq_33138	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog01_Reseqx2_33138	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog02_33137	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog03_33139	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog04_33152	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog05_33321	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog06_10791	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog07_10792	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog08_31598	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog09_33136	Americas_Dogs	Americas_Dogs
CatahoulaLeopardDog11	Americas_Dogs	Americas_Dogs
CaucasianOvcharka01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
CaucasianOvcharka02_7997	African_NearEast_India_Dogs	African_NearEast_India_Dogs
CavalierKingCharlesSpaniel01	European_Dogs	European_Dogs
CavalierKingCharlesSpaniel02	European_Dogs	European_Dogs
CavalierKingCharlesSpaniel03_952	European_Dogs	European_Dogs
CavalierKingCharlesSpaniel04_15286	European_Dogs	European_Dogs
CeskyTerrier01_31125	European_Dogs	European_Dogs
CeskyTerrier02_33431	European_Dogs	European_Dogs
