Sample	Dog_PCA	Wolf_Dog_PCA
ShetlandSheepdog18_28494	European_Dogs	European_Dogs
ShibaInu01	East_Asian_Dogs	East_Asian_Dogs
ShibaInu02	East_Asian_Dogs	East_Asian_Dogs
ShibaInu03_15049	East_Asian_Dogs	East_Asian_Dogs
ShibaInu04	East_Asian_Dogs	East_Asian_Dogs
ShihTzu01	East_Asian_Dogs	East_Asian_Dogs
ShihTzu02_3192	East_Asian_Dogs	East_Asian_Dogs
Shikoku01_31257	East_Asian_Dogs	East_Asian_Dogs
SiberianHusky01_14529	Arctic_Dogs	Arctic_Dogs
SiberianHusky02	Arctic_Dogs	Arctic_Dogs
SiberianHusky04	Arctic_Dogs	Arctic_Dogs
SiberianHusky05	Arctic_Dogs	Arctic_Dogs
SideStripedJackal01	Wolves	Outgroup
SilkyTerrier01_6209	European_Dogs	European_Dogs
SilkyTerrier02_7299	European_Dogs	European_Dogs
SilkyTerrier03_13190	European_Dogs	European_Dogs
SkyeTerrier01_33239	European_Dogs	European_Dogs
SkyeTerrier02_33346	European_Dogs	European_Dogs
Sloughi01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Sloughi02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Sloughi03	African_NearEast_India_Dogs	African_NearEast_India_Dogs
Sloughi04	African_NearEast_India_Dogs	African_NearEast_India_Dogs
SmallMunsterlander01_31612	European_Dogs	European_Dogs
SmallMunsterlander02_31614	European_Dogs	European_Dogs
SmoothFoxTerrier01_7935	European_Dogs	European_Dogs
SmoothFoxTerrier02_29481	European_Dogs	European_Dogs
SmoothFoxTerrier03_30235	European_Dogs	European_Dogs
SmoothFoxTerrier04_30263	European_Dogs	European_Dogs
SmoothFoxTerrier05_33294	European_Dogs	European_Dogs
SmoothFoxTerrier06_30262	European_Dogs	European_Dogs
SoftCoatedWheatenTerrier01	European_Dogs	European_Dogs
SoftCoatedWheatenTerrier02	European_Dogs	European_Dogs
SoftCoatedWheatenTerrier03	European_Dogs	European_Dogs
SoftCoatedWheatenTerrier04	European_Dogs	European_Dogs
SoftCoatedWheatenTerrier05_13025	European_Dogs	European_Dogs
SoftCoatedWheatenTerrier06_13026	European_Dogs	European_Dogs
SoftCoatedWheatenTerrier07_13027	European_Dogs	European_Dogs
SpanishGalgo01	European_Dogs	European_Dogs
SpanishWaterDog01	European_Dogs	European_Dogs
SpinoneItaliano01	European_Dogs	European_Dogs
SpinoneItaliano02_937	European_Dogs	European_Dogs
SpinoneItaliano03_30560	European_Dogs	European_Dogs
SpinoneItaliano04_30561	European_Dogs	European_Dogs
SpinoneItaliano05_31638	European_Dogs	European_Dogs
SpinoneItaliano06_31641	European_Dogs	European_Dogs
SpinoneItaliano07_31645	European_Dogs	European_Dogs
SpinoneItaliano08	European_Dogs	European_Dogs
Stabyhoun01_33193	European_Dogs	European_Dogs
StaffordshireBullTerrier01_27211	European_Dogs	European_Dogs
StaffordshireBullTerrier02_30237	European_Dogs	European_Dogs
StaffordshireBullTerrier03_30240	European_Dogs	European_Dogs
StandardPoodle01	European_Dogs	European_Dogs
StandardPoodle02	European_Dogs	European_Dogs
StandardPoodle03	European_Dogs	European_Dogs
StandardPoodle04	European_Dogs	European_Dogs
StandardPoodle05	European_Dogs	European_Dogs
StandardPoodle06	European_Dogs	European_Dogs
StandardPoodle07	European_Dogs	European_Dogs
StandardPoodle08	European_Dogs	European_Dogs
StandardSchnauzer01	European_Dogs	European_Dogs
StandardSchnauzer02	European_Dogs	European_Dogs
StandardSchnauzer03	European_Dogs	European_Dogs
StandardSchnauzer04	European_Dogs	European_Dogs
StandardSchnauzer05	European_Dogs	European_Dogs
StandardSchnauzer06	European_Dogs	European_Dogs
StandardSchnauzer07	European_Dogs	European_Dogs
StdManchesterTerrier01_33437	European_Dogs	European_Dogs
StdManchesterTerrier02_33490	European_Dogs	European_Dogs
StdManchesterTerrier03_33491	European_Dogs	European_Dogs
StdManchesterTerrier04_33492	European_Dogs	European_Dogs
StdManchesterTerrier05_33518	European_Dogs	European_Dogs
StdManchesterTerrier06_33540	European_Dogs	European_Dogs
SussexSpaniel01_6098	European_Dogs	European_Dogs
SussexSpaniel02_7640	European_Dogs	European_Dogs
SussexSpaniel03_7643	European_Dogs	European_Dogs
SussexSpaniel04_954	European_Dogs	European_Dogs
SussexSpaniel05_5896	European_Dogs	European_Dogs
SussexSpaniel06_5905	European_Dogs	European_Dogs
SwedishLapphund01	European_Dogs	European_Dogs
SwedishVallhund01_10043	European_Dogs	European_Dogs
TeddyRooseveltTerrier01_24735	European_Dogs	European_Dogs
TeddyRooseveltTerrier02_24776	European_Dogs	European_Dogs
TeddyRooseveltTerrier03_24777	European_Dogs	European_Dogs
TibetanMastiff01	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff02	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff03	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff04	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff05	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff06	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff07	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff08	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff09	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff10	East_Asian_Dogs	East_Asian_Dogs
TibetanMastiff11	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel01	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel02	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel03	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel04	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel05	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel06	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel07	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel08	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel09	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel10	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel11	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel12_30674	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel13_31251	East_Asian_Dogs	East_Asian_Dogs
TibetanSpaniel14_5381	East_Asian_Dogs	East_Asian_Dogs
TibetanTerrier01	East_Asian_Dogs	East_Asian_Dogs
TibetanTerrier02	East_Asian_Dogs	East_Asian_Dogs
TibetanTerrier03	East_Asian_Dogs	East_Asian_Dogs
TibetanTerrier04	East_Asian_Dogs	East_Asian_Dogs
TibetanTerrier05	East_Asian_Dogs	East_Asian_Dogs
TibetanTerrier06	East_Asian_Dogs	East_Asian_Dogs
TimberWolf01	Wolves	North_American_Wolves
Tornjak01	European_Dogs	European_Dogs
TosaInu01_21914	East_Asian_Dogs	East_Asian_Dogs
TosaInu02_25491	East_Asian_Dogs	East_Asian_Dogs
ToyFoxTerrier01_8963	European_Dogs	European_Dogs
ToyFoxTerrier02_8969	European_Dogs	European_Dogs
ToyFoxTerrier03_8973	European_Dogs	European_Dogs
ToyFoxTerrier04_13139	European_Dogs	European_Dogs
ToyFoxTerrier05_13287	European_Dogs	European_Dogs
ToyFoxTerrier06_13289	European_Dogs	European_Dogs
ToyFoxTerrier07_9014	European_Dogs	European_Dogs
ToyPoodle01_10442	European_Dogs	European_Dogs
ToyPoodle02_24072	European_Dogs	European_Dogs
ToyPoodle03_28359	European_Dogs	European_Dogs
ToyPoodle04	European_Dogs	European_Dogs
TreeingWalkerCoonhound01_23115	European_Dogs	European_Dogs
TreeingWalkerCoonhound02_26987	European_Dogs	European_Dogs
UnknownBreed03	European_Dogs	European_Dogs
UnknownBreed04	European_Dogs	European_Dogs
UnknownBreed05	European_Dogs	European_Dogs
UnknownBreed07	European_Dogs	European_Dogs
UnknownBreed09	European_Dogs	European_Dogs
UnknownBreed10	European_Dogs	European_Dogs
UnknownBreed11	European_Dogs	European_Dogs
UnknownBreed12	European_Dogs	European_Dogs
UnknownBreed13	European_Dogs	European_Dogs
UnknownBreed14	European_Dogs	European_Dogs
UnknownBreed15	European_Dogs	European_Dogs
UnknownBreed16	European_Dogs	European_Dogs
UnknownBreed17	European_Dogs	European_Dogs
UnknownBreed18	European_Dogs	European_Dogs
UnknownBreed19	European_Dogs	European_Dogs
UnknownBreed20	European_Dogs	European_Dogs
UnknownBreed21	European_Dogs	European_Dogs
UnknownBreed22	European_Dogs	European_Dogs
UnknownBreed23	European_Dogs	European_Dogs
UnknownBreed24	European_Dogs	European_Dogs
UnknownBreed25	European_Dogs	European_Dogs
UnknownBreed26	European_Dogs	European_Dogs
UnknownBreed27	European_Dogs	European_Dogs
UnknownBreed28	European_Dogs	European_Dogs
UnknownBreed29	European_Dogs	European_Dogs
UnknownPoodle01	European_Dogs	European_Dogs
VillDog_Africa01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Australia01	East_Asian_Dogs	East_Asian_Dogs
VillDog_Bali01	East_Asian_Dogs	East_Asian_Dogs
VillDog_Borneo01	East_Asian_Dogs	East_Asian_Dogs
VillDog_Borneo02	East_Asian_Dogs	East_Asian_Dogs
VillDog_Borneo03	East_Asian_Dogs	East_Asian_Dogs
VillDog_China01	East_Asian_Dogs	East_Asian_Dogs
VillDog_China02	East_Asian_Dogs	East_Asian_Dogs
VillDog_China03	East_Asian_Dogs	East_Asian_Dogs
VillDog_China04	East_Asian_Dogs	East_Asian_Dogs
VillDog_China05	East_Asian_Dogs	East_Asian_Dogs
VillDog_China06	East_Asian_Dogs	East_Asian_Dogs
VillDog_China07	East_Asian_Dogs	East_Asian_Dogs
VillDog_China08	East_Asian_Dogs	East_Asian_Dogs
VillDog_China09	East_Asian_Dogs	East_Asian_Dogs
VillDog_China10	East_Asian_Dogs	East_Asian_Dogs
VillDog_China11	East_Asian_Dogs	East_Asian_Dogs
VillDog_China12	East_Asian_Dogs	East_Asian_Dogs
VillDog_China13	East_Asian_Dogs	East_Asian_Dogs
VillDog_China14	East_Asian_Dogs	East_Asian_Dogs
VillDog_China15	East_Asian_Dogs	East_Asian_Dogs
VillDog_China16	East_Asian_Dogs	East_Asian_Dogs
VillDog_China17	East_Asian_Dogs	East_Asian_Dogs
VillDog_China18	East_Asian_Dogs	East_Asian_Dogs
VillDog_China19	East_Asian_Dogs	East_Asian_Dogs
VillDog_China20	East_Asian_Dogs	East_Asian_Dogs
VillDog_China21	East_Asian_Dogs	East_Asian_Dogs
VillDog_China22	East_Asian_Dogs	East_Asian_Dogs
VillDog_China23	East_Asian_Dogs	East_Asian_Dogs
VillDog_China24	East_Asian_Dogs	East_Asian_Dogs
VillDog_China25	East_Asian_Dogs	East_Asian_Dogs
VillDog_China26	East_Asian_Dogs	East_Asian_Dogs
VillDog_China27	East_Asian_Dogs	East_Asian_Dogs
VillDog_China28	East_Asian_Dogs	East_Asian_Dogs
VillDog_China29	East_Asian_Dogs	East_Asian_Dogs
VillDog_China30	East_Asian_Dogs	East_Asian_Dogs
VillDog_China31	East_Asian_Dogs	East_Asian_Dogs
VillDog_China32	East_Asian_Dogs	East_Asian_Dogs
VillDog_China33	East_Asian_Dogs	East_Asian_Dogs
VillDog_China34	East_Asian_Dogs	East_Asian_Dogs
VillDog_China35	East_Asian_Dogs	East_Asian_Dogs
VillDog_China36	East_Asian_Dogs	East_Asian_Dogs
VillDog_China37	East_Asian_Dogs	East_Asian_Dogs
VillDog_China38	East_Asian_Dogs	East_Asian_Dogs
VillDog_China39	East_Asian_Dogs	East_Asian_Dogs
VillDog_China40	East_Asian_Dogs	East_Asian_Dogs
VillDog_China41	East_Asian_Dogs	East_Asian_Dogs
VillDog_China42	East_Asian_Dogs	East_Asian_Dogs
VillDog_China43	East_Asian_Dogs	East_Asian_Dogs
VillDog_China44	East_Asian_Dogs	East_Asian_Dogs
VillDog_China45	East_Asian_Dogs	East_Asian_Dogs
VillDog_China46	East_Asian_Dogs	East_Asian_Dogs
VillDog_China47	East_Asian_Dogs	East_Asian_Dogs
VillDog_China48	East_Asian_Dogs	East_Asian_Dogs
VillDog_China49	East_Asian_Dogs	East_Asian_Dogs
VillDog_China50	East_Asian_Dogs	East_Asian_Dogs
VillDog_China51	East_Asian_Dogs	East_Asian_Dogs
VillDog_China52	East_Asian_Dogs	East_Asian_Dogs
VillDog_Egypt01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Egypt02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_India01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_India02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_India03	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_India04	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_India05	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Lebanon01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Lebanon02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Lebanon03	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Namibia01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Namibia02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Namibia03	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_PapuaNG01	East_Asian_Dogs	East_Asian_Dogs
VillDog_PapuaNG02	East_Asian_Dogs	East_Asian_Dogs
VillDog_PapuaNG03	East_Asian_Dogs	East_Asian_Dogs
VillDog_Portugal01	European_Dogs	European_Dogs
VillDog_Portugal02	European_Dogs	European_Dogs
VillDog_Portugal03	European_Dogs	European_Dogs
VillDog_Qatar01	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Qatar02	African_NearEast_India_Dogs	African_NearEast_India_Dogs
VillDog_Taiwan01	East_Asian_Dogs	East_Asian_Dogs
VillDog_Vietnam01	East_Asian_Dogs	East_Asian_Dogs
VillDog_Vietnam02	East_Asian_Dogs	East_Asian_Dogs
VillDog_Vietnam03	East_Asian_Dogs	East_Asian_Dogs
VillDog_Vietnam04	East_Asian_Dogs	East_Asian_Dogs
VillDog_Vietnam05	East_Asian_Dogs	East_Asian_Dogs
VillDog_Vietnam06	East_Asian_Dogs	East_Asian_Dogs
Vizsla01	European_Dogs	European_Dogs
Vizsla02_27015	European_Dogs	European_Dogs
Vizsla03_27073	European_Dogs	European_Dogs
Weimaraner01	European_Dogs	European_Dogs
Weimaraner02_15384	European_Dogs	European_Dogs
Weimaraner03_13307	European_Dogs	European_Dogs
Weimaraner04	European_Dogs	European_Dogs
Weimaraner05	European_Dogs	European_Dogs
WelshSpringerSpaniel01_27011	European_Dogs	European_Dogs
WelshSpringerSpaniel02_30504	European_Dogs	European_Dogs
WelshTerrier01	European_Dogs	European_Dogs
WelshTerrier02_1024	European_Dogs	European_Dogs
WelshTerrier03_22235	European_Dogs	European_Dogs
WelshTerrier04_22244	European_Dogs	European_Dogs
WestHighlandWhiteTerr01	European_Dogs	European_Dogs
WestHighlandWhiteTerr02	European_Dogs	European_Dogs
WestHighlandWhiteTerr03	European_Dogs	European_Dogs
WestHighlandWhiteTerr04	European_Dogs	European_Dogs
WestHighlandWhiteTerr05	European_Dogs	European_Dogs
WestHighlandWhiteTerr06	European_Dogs	European_Dogs
WestHighlandWhiteTerr08	European_Dogs	European_Dogs
WestHighlandWhiteTerr09	European_Dogs	European_Dogs
WestHighlandWhiteTerr10	European_Dogs	European_Dogs
WestHighlandWhiteTerr11	European_Dogs	European_Dogs
WestHighlandWhiteTerr12	European_Dogs	European_Dogs
WestHighlandWhiteTerr13_10023	European_Dogs	European_Dogs
WestHighlandWhiteTerr15_21964	European_Dogs	European_Dogs
WestHighlandWhiteTerr16_21971	European_Dogs	European_Dogs
WestHighlandWhiteTerr17_23537	European_Dogs	European_Dogs
WestHighlandWhiteTerr18_24496	European_Dogs	European_Dogs
WestHighlandWhiteTerr19	European_Dogs	European_Dogs
WestHighlandWhiteTerr20	European_Dogs	European_Dogs
WestHighlandWhiteTerr21	European_Dogs	European_Dogs
WestHighlandWhiteTerr22	European_Dogs	European_Dogs
WestHighlandWhiteTerr23	European_Dogs	European_Dogs
WestHighlandWhiteTerr24	European_Dogs	European_Dogs
WestHighlandWhiteTerr25	European_Dogs	European_Dogs
WestHighlandWhiteTerr26	European_Dogs	European_Dogs
WestHighlandWhiteTerr27	European_Dogs	European_Dogs
WestHighlandWhiteTerr28	European_Dogs	European_Dogs
WestHighlandWhiteTerr29	European_Dogs	European_Dogs
Whippet01	European_Dogs	European_Dogs
Whippet02_27884	European_Dogs	European_Dogs
Whippet03_27897	European_Dogs	European_Dogs
Whippet04	European_Dogs	European_Dogs
WireFoxTerrier01_8391	European_Dogs	European_Dogs
WireFoxTerrier02_11119	European_Dogs	European_Dogs
WirehairedPointingGriffon01_27154	European_Dogs	European_Dogs
WirehairedPointingGriffon02_27155	European_Dogs	European_Dogs
WirehairedPointingGriffon03_27549	European_Dogs	European_Dogs
Wolf01	Wolves	Western_Eurasian_Wolves
Wolf02	Wolves	Western_Eurasian_Wolves
Wolf03	Wolves	Western_Eurasian_Wolves
Wolf04	Wolves	Western_Eurasian_Wolves
Wolf05	Wolves	Eastern_Eurasian_Wolves
Wolf06	Wolves	Western_Eurasian_Wolves
Wolf07	Wolves	Western_Eurasian_Wolves
Wolf08	Wolves	Western_Eurasian_Wolves
Wolf100	Wolves	North_American_Wolves
Wolf101	Wolves	North_American_Wolves
Wolf102	Wolves	North_American_Wolves
Wolf103	Wolves	North_American_Wolves
Wolf104	Wolves	North_American_Wolves
Wolf105	Wolves	North_American_Wolves
Wolf106	Wolves	North_American_Wolves
Wolf107	Wolves	Western_Eurasian_Wolves
Wolf108	Wolves	Western_Eurasian_Wolves
Wolf109	Wolves	Western_Eurasian_Wolves
Wolf110	Wolves	Western_Eurasian_Wolves
Wolf111	Wolves	Outgroup
Wolf112	Wolves	North_American_Wolves
Wolf18	Wolves	North_American_Wolves
Wolf19	Wolves	Eastern_Eurasian_Wolves
Wolf20	Wolves	Western_Eurasian_Wolves
Wolf21	Wolves	Western_Eurasian_Wolves
Wolf22	Wolves	North_American_Wolves
Wolf23	Wolves	North_American_Wolves
Wolf24	Wolves	Western_Eurasian_Wolves
Wolf25	Wolves	North_American_Wolves
Wolf26	Wolves	North_American_Wolves
Wolf27	Wolves	Western_Eurasian_Wolves
Wolf28	Wolves	North_American_Wolves
Wolf29	Wolves	North_American_Wolves
Wolf30	Wolves	Eastern_Eurasian_Wolves
Wolf31	Wolves	Eastern_Eurasian_Wolves
Wolf32	Wolves	Eastern_Eurasian_Wolves
Wolf33	Wolves	Eastern_Eurasian_Wolves
Wolf34	Wolves	Eastern_Eurasian_Wolves
Wolf35	Wolves	Eastern_Eurasian_Wolves
Wolf36	Wolves	Eastern_Eurasian_Wolves
Wolf37	Wolves	Eastern_Eurasian_Wolves
Wolf38	Wolves	Eastern_Eurasian_Wolves
Wolf39	Wolves	Western_Eurasian_Wolves
Wolf40	Wolves	North_American_Wolves
Wolf41	Wolves	North_American_Wolves
Wolf42	Wolves	North_American_Wolves
Wolf43	Wolves	North_American_Wolves
Wolf44	Wolves	North_American_Wolves
Wolf45	Wolves	North_American_Wolves
Wolf46	Wolves	North_American_Wolves
Wolf47	Wolves	Western_Eurasian_Wolves
Wolf48	Wolves	Western_Eurasian_Wolves
Wolf49	Wolves	Western_Eurasian_Wolves
Wolf50	Wolves	Western_Eurasian_Wolves
Wolf51	Wolves	Western_Eurasian_Wolves
Wolf52	Wolves	Western_Eurasian_Wolves
Wolf53	Wolves	Western_Eurasian_Wolves
Wolf54	Wolves	Western_Eurasian_Wolves
Wolf55	Wolves	Western_Eurasian_Wolves
Wolf56	Wolves	Western_Eurasian_Wolves
Wolf57	Wolves	North_American_Wolves
Wolf58	Wolves	North_American_Wolves
Wolf59	Wolves	North_American_Wolves
Wolf60	Wolves	North_American_Wolves
Wolf61	Wolves	North_American_Wolves
Wolf62	Wolves	North_American_Wolves
Wolf63	Wolves	North_American_Wolves
Wolf64	Wolves	North_American_Wolves
Wolf65	Wolves	North_American_Wolves
Wolf66	Wolves	North_American_Wolves
Wolf67	Wolves	North_American_Wolves
Wolf68	Wolves	North_American_Wolves
Wolf69	Wolves	North_American_Wolves
Wolf70	Wolves	Eastern_Eurasian_Wolves
Wolf71	Wolves	Eastern_Eurasian_Wolves
Wolf72	Wolves	Eastern_Eurasian_Wolves
Wolf73	Wolves	Eastern_Eurasian_Wolves
Wolf74	Wolves	Eastern_Eurasian_Wolves
Wolf75	Wolves	Eastern_Eurasian_Wolves
Wolf76	Wolves	Eastern_Eurasian_Wolves
Wolf77	Wolves	Eastern_Eurasian_Wolves
Wolf78	Wolves	Eastern_Eurasian_Wolves
Wolf79	Wolves	Eastern_Eurasian_Wolves
Wolf80	Wolves	Eastern_Eurasian_Wolves
Wolf81	Wolves	Eastern_Eurasian_Wolves
Wolf82	Wolves	Eastern_Eurasian_Wolves
Wolf83	Wolves	Eastern_Eurasian_Wolves
Wolf84	Wolves	Eastern_Eurasian_Wolves
Wolf85	Wolves	Eastern_Eurasian_Wolves
Wolf86	Wolves	Eastern_Eurasian_Wolves
Wolf87	Wolves	Eastern_Eurasian_Wolves
Wolf88	Wolves	Eastern_Eurasian_Wolves
Wolf89	Wolves	Eastern_Eurasian_Wolves
Wolf90	Wolves	Eastern_Eurasian_Wolves
Wolf91	Wolves	North_American_Wolves
Wolf92	Wolves	North_American_Wolves
Wolf93	Wolves	North_American_Wolves
Wolf94	Wolves	North_American_Wolves
Wolf95	Wolves	North_American_Wolves
Wolf96	Wolves	North_American_Wolves
Wolf97	Wolves	North_American_Wolves
Wolf98	Wolves	North_American_Wolves
Wolf99	Wolves	North_American_Wolves
WolfTibetan01	Wolves	Eastern_Eurasian_Wolves
WolfTibetan02	Wolves	Eastern_Eurasian_Wolves
WolfTibetan03	Wolves	Eastern_Eurasian_Wolves
WolfTibetan04	Wolves	Eastern_Eurasian_Wolves
WolfTibetan05	Wolves	Eastern_Eurasian_Wolves
WolfTibetan06	Wolves	Eastern_Eurasian_Wolves
WolfTibetan07	Wolves	Eastern_Eurasian_Wolves
WolfTibetan08	Wolves	Eastern_Eurasian_Wolves
Wolf_WO001_895	Wolves	North_American_Wolves
Wolf_WO002_732	Wolves	North_American_Wolves
Wolf_WO003_636	Wolves	North_American_Wolves
XiasiDog01	East_Asian_Dogs	East_Asian_Dogs
Xoloitzcuintli01	Americas_Dogs	Americas_Dogs
Xoloitzcuintli02_30509	Americas_Dogs	Americas_Dogs
Xoloitzcuintli03_34496	Americas_Dogs	Americas_Dogs
YorkshireTerrier01	European_Dogs	European_Dogs
YorkshireTerrier02	European_Dogs	European_Dogs
YorkshireTerrier03	European_Dogs	European_Dogs
YorkshireTerrier05	European_Dogs	European_Dogs
YorkshireTerrier06	European_Dogs	European_Dogs
YorkshireTerrier08	European_Dogs	European_Dogs
YorkshireTerrier09	European_Dogs	European_Dogs
YorkshireTerrier11	European_Dogs	European_Dogs
YorkshireTerrier12	European_Dogs	European_Dogs
YorkshireTerrier13	European_Dogs	European_Dogs
YorkshireTerrier14	European_Dogs	European_Dogs
YorkshireTerrier15	European_Dogs	European_Dogs
YorkshireTerrier16	European_Dogs	European_Dogs
YorkshireTerrier17	European_Dogs	European_Dogs
YorkshireTerrier18	European_Dogs	European_Dogs
YorkshireTerrier19	European_Dogs	European_Dogs
YorkshireTerrier21	European_Dogs	European_Dogs
YorkshireTerrier22	European_Dogs	European_Dogs
YorkshireTerrier23	European_Dogs	European_Dogs
YorkshireTerrier24	European_Dogs	European_Dogs
YorkshireTerrier25	European_Dogs	European_Dogs
YorkshireTerrier26	European_Dogs	European_Dogs
YorkshireTerrier27	European_Dogs	European_Dogs
YorkshireTerrier28	European_Dogs	European_Dogs
YorkshireTerrier29	European_Dogs	European_Dogs
YorkshireTerrier30	European_Dogs	European_Dogs
YorkshireTerrier31	European_Dogs	European_Dogs
YorkshireTerrier32	European_Dogs	European_Dogs
YorkshireTerrier33	European_Dogs	European_Dogs
YorkshireTerrier34	European_Dogs	European_Dogs
YorkshireTerrier35	European_Dogs	European_Dogs
YorkshireTerrier36	European_Dogs	European_Dogs
YorkshireTerrier37	European_Dogs	European_Dogs
YorkshireTerrier38	European_Dogs	European_Dogs
YorkshireTerrier39	European_Dogs	European_Dogs
YorkshireTerrier40	European_Dogs	European_Dogs
YorkshireTerrier41	European_Dogs	European_Dogs
YorkshireTerrier42	European_Dogs	European_Dogs
YorkshireTerrier43	European_Dogs	European_Dogs
YorkshireTerrier44	European_Dogs	European_Dogs
YorkshireTerrier45	European_Dogs	European_Dogs
YorkshireTerrier46	European_Dogs	European_Dogs
YorkshireTerrier47	European_Dogs	European_Dogs
YorkshireTerrier48	European_Dogs	European_Dogs
YorkshireTerrier49	European_Dogs	European_Dogs
YorkshireTerrier50	European_Dogs	European_Dogs
YorkshireTerrier51	European_Dogs	European_Dogs
YorkshireTerrier52	European_Dogs	European_Dogs
YorkshireTerrier53	European_Dogs	European_Dogs
YorkshireTerrier54	European_Dogs	European_Dogs
YorkshireTerrier55	European_Dogs	European_Dogs
YorkshireTerrier56	European_Dogs	European_Dogs
YorkshireTerrier57	European_Dogs	European_Dogs
YorkshireTerrier58	European_Dogs	European_Dogs
YorkshireTerrier59	European_Dogs	European_Dogs
YorkshireTerrier62	European_Dogs	European_Dogs
YorkshireTerrier63	European_Dogs	European_Dogs
YorkshireTerrier64	European_Dogs	European_Dogs
YorkshireTerrier65	European_Dogs	European_Dogs
YorkshireTerrier66	European_Dogs	European_Dogs
YorkshireTerrier67	European_Dogs	European_Dogs
YorkshireTerrier68	European_Dogs	European_Dogs
YorkshireTerrier69	European_Dogs	European_Dogs
YorkshireTerrier70	European_Dogs	European_Dogs
YorkshireTerrier71	European_Dogs	European_Dogs
YorkshireTerrier72	European_Dogs	European_Dogs
YorkshireTerrier73	European_Dogs	European_Dogs
YorkshireTerrier74	European_Dogs	European_Dogs
YorkshireTerrier75	European_Dogs	European_Dogs
YorkshireTerrier76_14941	European_Dogs	European_Dogs
YorkshireTerrier77_14954	European_Dogs	European_Dogs
